,id,name,transcription-direction,product,region,synonym,regulation,component
2181,ECOLI:EG12335,cdaR,+,Protein,"(182463, 183620)",sdaR; yaeG,REG0-14459; Transcription-Factor-Binding,TU0-4501
2182,ECOLI:EG12336,yaeH,-,Protein,"(183709, 184095)",,,TU0-12825
2183,ECOLI:EG12337,yaeI,-,Protein,"(184257, 185069)",,,TU0-12826
2184,ECOLI:EG12338,yagA,-,Protein,"(280829, 281983)",,,TU0-12866
2185,ECOLI:EG12339,yagB,-,Protein,"(280385, 280735)",,,TU0-12866
2186,ECOLI:EG12340,afuC,-,Protein,"(277756, 278802)",fbpC; yagC,,TU0-12865
2187,ECOLI:EG12341,rseA,-,Protein,"(2708754, 2709404)",yfiJ; mclA,REG0-15560; Transcription-Factor-Binding,TU0-45282; TU0-45278; TU0-42642; TU0-42640; TU0-42638; TU0-42636; TU281; TU00526; TU00342
2188,ECOLI:EG12342,hipH,+,Protein,"(4621769, 4623100)",yjjJ,,TU0-14222
2189,ECOLI:EG12343,ettA,-,Protein,"(4628855, 4630522)",yjjK,REG0-16201; Transcription-Factor-Binding,TU0-8627
2190,ECOLI:EG12344,pspF,-,Protein,"(1366935, 1367912)",ycjB,,TU0-1805; TU0-1803; TU0-1802
2191,ECOLI:EG12345,ydfG,+,Protein,"(1627517, 1628263)",,,TU0-13310
2192,ECOLI:EG12347,tcyN,-,Protein,"(1997062, 1997814)",yecC,,TU0-13453
2193,ECOLI:EG12352,ppiC,-,Protein,"(3959532, 3959813)",parvA,REG0-15981; Transcription-Factor-Binding,TU0-14034
2194,ECOLI:EG12354,arfB,+,Protein,"(214833, 215255)",yaeJ,,TU0-12835
2195,ECOLI:EG12356,rtcR,+,Protein,"(3558268, 3559866)",yhgB,,TU0-8341
2196,ECOLI:EG12357,fadK,+,Protein,"(1782977, 1784677)",ydiD,,TU0-5322
2197,ECOLI:EG12358,ssuB,-,Protein,"(993277, 994044)",ycbE,,TU0-6629
2198,ECOLI:EG12359,ybgD,-,Protein,"(752229, 752795)",,,TU0-13033
2199,ECOLI:EG12360,yfaE,+,Protein,"(2348514, 2348768)",,REG0-14740; Transcription-Factor-Binding,TU00047; TU0-14305
2200,ECOLI:EG12361,kduD,-,Protein,"(2982497, 2983258)",yqeD; ygeC,,TU0-13755
2201,ECOLI:EG12362,menF,-,Protein,"(2379348, 2380643)",yfbA,,TU00298
2202,ECOLI:EG12363,ygiL,+,Protein,"(3185414, 3185965)",,REG0-14764; Transcription-Factor-Binding,TU0-13842
2203,ECOLI:EG12364,intB,+,KpLE2 phage-like element; putative integrase,"(4496750, 4497940)",int(P4); yjgC,,TU0-14178
2204,ECOLI:EG12365,prkB,+,Protein,"(3484490, 3485359)",yhfF,,TU0-13920
2205,ECOLI:EG12366,rsmE,+,Protein,"(3091134, 3091865)",yggJ,,TU0-13805
2206,ECOLI:EG12367,cusA,+,Protein,"(598714, 601857)",ybdE,REG0-16056; Transcription-Factor-Binding,TU0-1821
2207,ECOLI:EG12368,znuB,+,Protein,"(1943414, 1944199)",yebI,,TU0-4604
2208,ECOLI:EG12369,ydjE,-,Protein,"(1852621, 1853979)",,,TU0-13392
2209,ECOLI:EG12370,intE,-,Protein,"(1199679, 1200806)",int(Lambda); ycfI,,TU0-13148
2210,ECOLI:EG12371,nlpI,-,Protein,"(3308040, 3308924)",yhbM,,TU0-13881
2211,ECOLI:EG12372,ygdG,+,Protein,"(2931055, 2931810)",xni; exo,,TU0-13740
2212,ECOLI:EG12373,ppnN,+,Protein,"(2926308, 2927672)",ygdH,,TU0-13739
2213,ECOLI:EG12374,yhfG,-,Protein,"(3491453, 3491620)",ficA,,TU0-6885
2214,ECOLI:EG12375,ycaI,+,Protein,"(964320, 966584)",,,TU0-13087
2215,ECOLI:EG12376,yfeH,+,Protein,"(2526946, 2527944)",,,TU0-8735
2216,ECOLI:EG12378,yecD,+,Protein,"(1950832, 1951398)",,REG0-14730; Transcription-Factor-Binding,TU0-13442
2217,ECOLI:EG12379,yecE,+,Protein,"(1951395, 1952213)",,REG0-14731; Transcription-Factor-Binding,TU0-13442
2218,ECOLI:EG12380,gntT,+,Protein,"(3546559, 3547875)",gntTalpha; yhgC; gntM; usgA,,TU0-4928; TU0-4927; TU00229
2219,ECOLI:EG12381,nrdF,+,Protein,"(2803502, 2804461)",ygaD,,TU0-1022
2220,ECOLI:EG12384,ybcF,+,Protein,"(550439, 551332)",arcC,,TU0-12962
2221,ECOLI:EG12385,rcsD,+,Protein,"(2313488, 2316160)",yojP; yojQ; yojN,,TU0-14359
2222,ECOLI:EG12386,glaR,+,Protein,"(2795674, 2796336)",ygaE; gabC; csiR,,TU0-14294
2223,ECOLI:EG12387,lhgD,+,Protein,"(2789982, 2791250)",ygaF; lhgO,,TU0-4001
2224,ECOLI:EG12388,sfmF,+,Protein,"(563330, 563845)",ybcG,,TU0-12968
2225,ECOLI:EG12391,ydiE,+,Protein,"(1789613, 1789804)",,,TU0-13376
2226,ECOLI:EG12392,dauA,-,Protein,"(1259124, 1260803)",ychM,REG0-16058; Transcription-Factor-Binding,TU0-13179
2227,ECOLI:EG12393,ttdT,+,Protein,"(3208024, 3209487)",ygjC; ygjE,,TU00368
2228,ECOLI:EG12394,msrB,-,Protein,"(1862016, 1862429)",yeaA,REG0-14350; Transcription-Factor-Binding; REG0-14349; Transcription-Factor-Binding; REG0-14348; Transcription-Factor-Binding; REG0-14074; Transcription-Factor-Binding; REG0-14073; Transcription-Factor-Binding; REG0-14072; Transcription-Factor-Binding,TU0-41857
2229,ECOLI:EG12395,ybgE,+,Protein,"(774309, 774602)",,REG0-14706; Transcription-Factor-Binding,TU0-14366
2230,ECOLI:EG12396,dgcE,+,Protein,"(2143266, 2146583)",yegE,,TU0-8722
2231,ECOLI:EG12397,ycbF,+,Protein,"(1003947, 1004657)",,,TU0-13095
2232,ECOLI:EG12399,dhaM,-,Protein,"(1247696, 1249114)",ycgC; dhaH; ptsD,,TU0-14518; TU0-7981
2233,ECOLI:EG12400,mdtK,+,Protein,"(1743457, 1744830)",norE; norM; ydhE,,TU0-8825
2234,ECOLI:EG12401,rlmN,-,Protein,"(2643129, 2644283)",yfgB,,TU0-13650
2235,ECOLI:EG12402,chaB,+,Protein,"(1272119, 1272349)",,REG0-16183; Transcription-Factor-Binding,TU00249
2236,ECOLI:EG12403,chaC,+,Protein,"(1272507, 1273202)",,,TU0-14458; TU00249
2237,ECOLI:EG12404,ychN,-,Protein,"(1273246, 1273599)",,,TU0-8690
2238,ECOLI:EG12405,ychO,+,Protein,"(1273784, 1275178)",ychP,,TU0-8691
2239,ECOLI:EG12406,cecR,-,Protein,"(829972, 830643)",ybiH,,TU0-13050
2240,ECOLI:EG12407,iaaA,+,Protein,"(866568, 867533)",spt; ybiK,REG0-14536; Transcription-Factor-Binding,TU0-13063
2241,ECOLI:EG12409,aegA,-,Protein,"(2583546, 2585525)",yffG,,TU0-13640
2242,ECOLI:EG12410,nudK,-,Protein,"(2582903, 2583478)",yffH,,TU0-13639
2243,ECOLI:EG12411,rfbD,-,Protein,"(2111077, 2111976)",rmlD,,TU00331
2244,ECOLI:EG12412,rfbB,-,Protein,"(2111976, 2113061)",som; rmlB,REG0-14632; Transcription-Factor-Binding; REG0-14276; Transcription-Factor-Binding,TU00331
2245,ECOLI:EG12414,gatA,-,Protein,"(2174597, 2175049)",,REG0-14508; Transcription-Factor-Binding,TU0-14638; TU00169
2246,ECOLI:EG12415,gatB,-,Protein,"(2174282, 2174566)",,,TU0-14638; TU00169
2247,ECOLI:EG12416,gatC,-,galactitol-specific PTS enzyme IIC component,"(2172921, 2174278)",,,TU0-14638; TU00169
2248,ECOLI:EG12417,gatD,-,Protein,"(2171833, 2172873)",,,TU0-14638; TU00169
2249,ECOLI:EG12419,gatY,-,Protein,"(2176350, 2177204)",yegF,,TU00169
2250,ECOLI:EG12421,ybiI,-,Protein,"(838190, 838456)",,REG0-15595; Transcription-Factor-Binding,TU0-13053
2251,ECOLI:EG12422,ybiJ,-,Protein,"(837665, 837925)",,REG0-14405; Transcription-Factor-Binding,TU0-13052
2252,ECOLI:EG12423,tauD,+,Protein,"(387795, 388646)",ssiD; yaiG,,TU302
2253,ECOLI:EG12424,prmC,+,Protein,"(1266094, 1266927)",hemK,REG0-14275; Transcription-Factor-Binding,TU0-4201
2254,ECOLI:EG12427,modA,+,Protein,"(795089, 795862)",,REG0-15510; Transcription-Factor-Binding,TU0-14276; TU00301
2255,ECOLI:EG12428,rhoL,+,Protein,"(3966231, 3966332)",,,TU0-42518; TU0-6941
2256,ECOLI:EG12429,tomB,-,Protein,"(480334, 480708)",ybaJ,REG0-14668; Transcription-Factor-Binding,TU0-12943
2257,ECOLI:EG12431,puuR,+,Protein,"(1361911, 1362468)",ycjC,,TU0-13210
2258,ECOLI:EG12432,ydiF,+,Protein,"(1775587, 1777182)",,,TU0-13374
2259,ECOLI:EG12433,rluB,+,Protein,"(1326852, 1327727)",yciL,,TU0-13195
2260,ECOLI:EG12434,ygiM,+,Protein,"(3201207, 3201827)",ecfG; htrG,REG0-14765; Transcription-Factor-Binding; REG0-11713; RNA-Mediated-Translation-Regulation,TU-8393; TU0-4192
2261,ECOLI:EG12436,rseP,+,Protein,"(196546, 197898)",ecfE; yaeL,,TU0-4222
2262,ECOLI:EG12437,menE,-,Protein,"(2373648, 2375003)",,,TU0-14538; TU0-5843; TU00298
2263,ECOLI:EG12438,menH,-,Protein,"(2376834, 2377592)",yfbB,,TU0-14538; TU00298
2264,ECOLI:EG12439,yjfF,+,Protein,"(4453583, 4454578)",,,TU0-14166
2265,ECOLI:EG12440,mpl,+,Protein,"(4455785, 4457158)",tpl; yjfG,,TU0-45213; TU0-964; TU0-963
2266,ECOLI:EG12442,yfjD,+,Protein,"(2748774, 2750060)",b2612; ypjE; b2613,,TU0-13682
2267,ECOLI:EG12443,yggL,-,Protein,"(3101807, 3102133)",,,TU0-13809
2268,ECOLI:EG12444,ycfJ,+,Protein,"(1167599, 1168138)",,REG0-15602; Transcription-Factor-Binding,TU0-13137
2269,ECOLI:EG12445,eamB,+,Protein,"(2715423, 2716010)",yfiK,,TU0-8743
2270,ECOLI:EG12446,yfiL,+,Protein,"(2741360, 2741725)",,REG0-14749; Transcription-Factor-Binding; REG0-14309; Transcription-Factor-Binding,TU0-13678
2271,ECOLI:EG12448,ybcH,-,Protein,"(587091, 587981)",,,TU0-14365
2272,ECOLI:EG12449,prmB,-,Protein,"(2447508, 2448440)",yfcB,REG0-14623; Transcription-Factor-Binding,TU0-13593
2273,ECOLI:EG12450,norW,+,Protein,"(2833912, 2835045)",ygaL; ygbD,,TU0-4441
2274,ECOLI:EG12454,ybaK,-,Protein,"(506603, 507082)",,,TU0-8556
2275,ECOLI:EG12455,lplT,-,Protein,"(2972669, 2973862)",ygeD,,TU0-13751
2276,ECOLI:EG12458,alsB,-,Protein,"(4311107, 4312042)",yjcX,,TU0-14547; TU0-4504; TU0-4502
2277,ECOLI:EG12462,adiC,-,Protein,"(4335694, 4337031)",yjdD; yjdE,REG0-16042; Transcription-Factor-Binding; REG0-16005; Transcription-Factor-Binding,TU0-14134
2278,ECOLI:EG12469,dtpC,-,Protein,"(4354954, 4356411)",yjdL,,TU0-14139
2279,ECOLI:EG12475,yjeM,+,Protein,"(4383839, 4385341)",,REG0-14791; Transcription-Factor-Binding; REG0-14418; Transcription-Factor-Binding,TU0-14147
2280,ECOLI:EG12494,ulaB,+,Protein,"(4421393, 4421698)",yjfT; sgaB,,TU0-5162
2281,ECOLI:EG12495,ulaC,+,Protein,"(4421708, 4422172)",ptxA; yjfU; sgaA,,TU0-5162
2282,ECOLI:EG12504,cycA,+,Protein,"(4429864, 4431276)",ytfD; dagA,REG0-16040; Transcription-Factor-Binding; REG0-16039; Transcription-Factor-Binding; REG0-16038; Transcription-Factor-Binding; REG0-16037; Transcription-Factor-Binding; REG0-14471; Transcription-Factor-Binding; REG0-14374; Transcription-Factor-Binding; REG0-14036; Transcription-Factor-Binding,TU0-14159
2283,ECOLI:EG12517,ytfQ,+,Protein,"(4449962, 4450918)",,,TU0-14166
2284,ECOLI:EG12518,ytfR,+,Protein,"(4451058, 4452560)",ytfS; b4228; b4229,,TU0-14166
2285,ECOLI:EG12520,ytfT,+,Protein,"(4452571, 4453596)",,,TU0-14166
2286,ECOLI:EG12522,garD,+,Protein,"(3275282, 3276853)",yhaG,REG0-14343; Transcription-Factor-Binding,TU0-4461
2287,ECOLI:EG12525,mgtA,+,Protein,"(4467625, 4470321)",atmA; corB; mgt; mtg,,TU0-2422; TU0-2421
2288,ECOLI:EG12539,idnT,-,Protein,"(4491206, 4492525)",gntW; yjgT,,TU0-4682
2289,ECOLI:EG12544,nanX,+,Protein,"(4504058, 4505275)",yjhB,,TU0-14183
2290,ECOLI:EG12548,yjhF,-,Protein,"(4520671, 4522020)",,,TU0-14191
2291,ECOLI:EG12554,sgcA,-,Protein,"(4527549, 4527980)",yjhL,,TU0-14193
2292,ECOLI:EG12556,sgcC,-,Protein,"(4528930, 4530243)",yjhN,REG0-14282; Transcription-Factor-Binding,TU0-14193
2293,ECOLI:EG12557,sgcX,-,Protein,"(4530530, 4531651)",yjhO,,TU0-14193
2294,ECOLI:EG12563,gntP,-,Protein,"(4549953, 4551296)",yjiB,,TU0-4961
2295,ECOLI:EG12576,mdtM,-,Protein,"(4567287, 4568519)",yjiO,,TU0-14203
2296,ECOLI:EG12587,lgoT,-,Protein,"(4593361, 4594722)",yjiZ; yjjL,,TU0-14210
2297,ECOLI:EG12591,opgB,-,Protein,"(4597150, 4599441)",yjjO; mdoB,,TU0-14212
2298,ECOLI:EG12600,yjjX,-,Protein,"(4633233, 4633745)",,,TU0-8629
2299,ECOLI:EG12605,yacL,+,Protein,"(134388, 134750)",,REG0-15583; Transcription-Factor-Binding,TU0-12813
2300,ECOLI:EG12606,fabF,+,Protein,"(1151939, 1153180)",vtr; cvc; fabJ; vtrB,,TU0-42538; TU441
2301,ECOLI:EG12608,caiE,-,Protein,"(34781, 35371)",,,TU0-14529; TU00247
2302,ECOLI:EG12609,rluA,-,Protein,"(59687, 60346)",yabO,,TU0-3841
2303,ECOLI:EG12610,yabP,+,Protein,"(58474, 59124)",b4659,,TU0-12802
2304,ECOLI:EG12611,yabQ,+,Protein,"(59121, 59279)",b4659,REG0-15582; Transcription-Factor-Binding,TU0-12802
2305,ECOLI:EG12615,torR,-,Protein,"(1057262, 1057954)",,,TU793
2306,ECOLI:EG12623,ybaL,-,Protein,"(501562, 503238)",ylaA,REG0-14698; Transcription-Factor-Binding,TU0-12952
2307,ECOLI:EG12624,yiaG,+,Protein,"(3719478, 3719768)",,REG0-15635; Transcription-Factor-Binding,TU0-8145
2308,ECOLI:EG12625,dppB,-,Protein,"(3704771, 3705790)",,REG0-11874; RNA-Mediated-Translation-Regulation,TU00262
2309,ECOLI:EG12626,dppC,-,Protein,"(3703859, 3704761)",,,TU00262
2310,ECOLI:EG12627,dppD,-,Protein,"(3702865, 3703848)",,,TU00262
2311,ECOLI:EG12628,dppF,-,Protein,"(3701864, 3702868)",dppE,,TU00262
2312,ECOLI:EG12629,gntK,-,Protein,"(3577065, 3577592)",,,TU0-42512; TU0-4881; TU00228
2313,ECOLI:EG12630,gntR,-,Protein,"(3577731, 3578726)",,,TU0-4881; TU0-4523; TU0-4522; TU0-4521
2314,ECOLI:EG12631,gntU,-,Protein,"(3575721, 3577061)",b3435; b3436,,TU0-42252; TU0-4881; TU00228
2315,ECOLI:EG12633,nudF,-,Protein,"(3177281, 3177910)",trgB; aspP; yqiE,,TU0-13837
2316,ECOLI:EG12634,cas3,-,Protein,"(2884553, 2887219)",ygcB,,TU0-13726
2317,ECOLI:EG12656,mdaB,+,Protein,"(3172530, 3173111)",mda66,,TU0-13835
2318,ECOLI:EG12657,ygiN,+,Protein,"(3173142, 3173456)",,,TU0-13836
2319,ECOLI:EG12658,qseC,+,Protein,"(3170484, 3171833)",ygiY,,TU-8394; TU-8387
2320,ECOLI:EG12661,gltJ,-,Protein,"(685929, 686669)",,,TU0-42594; TU-8412
2321,ECOLI:EG12662,gltK,-,Protein,"(685255, 685929)",,,TU0-42594; TU-8412
2322,ECOLI:EG12663,gltL,-,Protein,"(684530, 685255)",,,TU0-42594; TU-8412
2323,ECOLI:EG12666,lpxH,-,Protein,"(553218, 553940)",ybbF,REG0-14558; Transcription-Factor-Binding,TU0-12963
2324,ECOLI:EG12688,grxB,-,Protein,"(1123407, 1124054)",,,TU0-13130
2325,ECOLI:EG12689,yceK,+,Protein,"(1113579, 1113806)",,,TU0-13124
2326,ECOLI:EG12690,rarA,+,Protein,"(937994, 939337)",ycaJ; mgsA,,TU0-13079
2327,ECOLI:EG12691,lapB,+,Protein,"(1340558, 1341727)",yciM,,TU0-45262; TU0-45261; TU0-42573; TU0-14472; TU0-13200
2328,ECOLI:EG12692,hcxA,-,Protein,"(632389, 633477)",ybdH,,TU0-8558
2329,ECOLI:EG12693,nudL,+,Protein,"(1896170, 1896748)",yeaB,,TU0-13417
2330,ECOLI:EG12694,ttdR,-,Protein,"(3205324, 3206256)",dan; ygiP,REG0-16106; Transcription-Factor-Binding; REG0-14287; Transcription-Factor-Binding,TU0-8757
2331,ECOLI:EG12697,fldB,+,Protein,"(3039855, 3040376)",,,TU0-3202
2332,ECOLI:EG12702,ycaK,+,Protein,"(949668, 950258)",,REG0-14710; Transcription-Factor-Binding,TU0-8673
2333,ECOLI:EG12703,yccJ,-,Protein,"(1066864, 1067091)",,,TU0-13114
2334,ECOLI:EG12704,yggM,-,Protein,"(3098558, 3099565)",,,TU0-13808
2335,ECOLI:EG12705,yggN,-,Protein,"(3100904, 3101623)",ecfF,,TU0-4; TU0-4191; TU0-4189
2336,ECOLI:EG12707,ygbE,-,Protein,"(2873014, 2873337)",,,TU0-13724
2337,ECOLI:EG12708,ybcI,-,Protein,"(556032, 556553)",,,TU0-12964
2338,ECOLI:EG12709,yedI,-,Protein,"(2028449, 2029366)",,,TU0-13462
2339,ECOLI:EG12710,yedJ,-,Protein,"(2032384, 2033079)",,,TU0-13463
2340,ECOLI:EG12712,luxS,-,Protein,"(2814218, 2814733)",ygaG,,TU0-36414; TU0-8849
2341,ECOLI:EG12713,yddG,-,Protein,"(1546288, 1547169)",,REG0-16175; Transcription-Factor-Binding,TU0-13284
2342,ECOLI:EG12715,dxr,+,Protein,"(193521, 194717)",yaeM; ispC,,TU0-12831
2343,ECOLI:EG12717,mug,-,Protein,"(3214967, 3215473)",ygjF,,TU0-8820
2344,ECOLI:EG12720,ygjI,+,Protein,"(3226234, 3227667)",,,TU0-13851
2345,ECOLI:EG12732,sstT,+,Protein,"(3239944, 3241188)",ygjU,REG0-15569; Transcription-Factor-Binding; REG0-14232; Transcription-Factor-Binding; REG0-14100; Transcription-Factor-Binding; REG0-14099; Transcription-Factor-Binding,TU0-13860
2346,ECOLI:EG12734,uxaA,-,Protein,"(3241827, 3243314)",ygjW,,TU0-14746; TU0-5021
2347,ECOLI:EG12738,exuT,+,Protein,"(3245224, 3246522)",,REG0-14496; Transcription-Factor-Binding,TU0-14749; TU00150
2348,ECOLI:EG12739,exuR,+,Protein,"(3246652, 3247428)",,REG0-15857; Transcription-Factor-Binding,TU0-42612
2349,ECOLI:EG12754,cyuP,-,Protein,"(3256679, 3258010)",dlsT; yhaO,,TU0-13869
2350,ECOLI:EG12760,garP,-,Protein,"(3273573, 3274907)",yhaU,,TU482
2351,ECOLI:EG12768,kbaY,+,Protein,"(3283143, 3284003)",yraC; kba; agaY,REG0-14547; Transcription-Factor-Binding,TU0-6583
2352,ECOLI:EG12769,agaB,+,Protein,"(3284170, 3284646)",yraD,,TU0-6583
2353,ECOLI:EG12770,agaC,+,Protein,"(3284685, 3285488)",yraE,,TU0-6583
2354,ECOLI:EG12780,diaA,+,Protein,"(3295809, 3296399)",yraO,,TU0-14343
2355,ECOLI:EG12794,yhbY,+,Protein,"(3327790, 3328083)",,REG0-15625; Transcription-Factor-Binding,TU0-8577
2356,ECOLI:EG12799,mlaD,-,Protein,"(3337910, 3338461)",yrbD,,TU0-42674; TU0-42672; TU0-13889
2357,ECOLI:EG12800,mlaE,-,Protein,"(3338466, 3339248)",yrbE,,TU0-42674; TU0-42672; TU0-13889
2358,ECOLI:EG12801,mlaF,-,Protein,"(3339256, 3340065)",yrbF,,TU0-42674; TU0-42672; TU0-13889
2359,ECOLI:EG12802,yrbG,+,Protein,"(3340275, 3341252)",,,TU0-36430; TU0-14290
2360,ECOLI:EG12830,ybaM,-,Protein,"(490110, 490271)",,,TU0-12945
2361,ECOLI:EG12835,yhdX,+,Protein,"(3420134, 3421315)",,,TU0-3622
2362,ECOLI:EG12836,yhdY,+,Protein,"(3421325, 3422428)",,,TU0-3622
2363,ECOLI:EG12837,yhdZ,+,Protein,"(3422436, 3423194)",,,TU0-3622
2364,ECOLI:EG12842,ybjC,+,Protein,"(890913, 891200)",,,TU0-2101
2365,ECOLI:EG12843,ybaN,+,Protein,"(490882, 491259)",,,TU0-12946
2366,ECOLI:EG12844,yefM,-,Protein,"(2089462, 2089713)",,,TU0-13493
2367,ECOLI:EG12845,cas2,-,Protein,"(2878569, 2878853)",ygbF,,TU0-14558; TU0-14469; TU0-13725
2368,ECOLI:EG12850,yfaL,-,Protein,"(2340417, 2344169)",yfaF; yfaK; yfaJ,,TU0-8729
2369,ECOLI:EG12851,ybeL,+,Protein,"(675018, 675500)",,,TU0-8560
2370,ECOLI:EG12853,abgT,-,Protein,"(1400247, 1401773)",ydaH,,TU0-13222
2371,ECOLI:EG12854,cpoB,+,Protein,"(779598, 780389)",ybgF,REG0-15426; Transcription-Factor-Binding; REG0-11723; RNA-Mediated-Translation-Regulation; REG0-11722; RNA-Mediated-Translation-Regulation,TU21
2372,ECOLI:EG12855,matP,+,Protein,"(1018485, 1018937)",ycbG,,TU0-8677
2373,ECOLI:EG12857,yfiM,+,Protein,"(2724128, 2724451)",,,TU0-13673
2374,ECOLI:EG12859,opgD,+,Protein,"(1496856, 1498511)",yzzZ; ydcG; mdoD,,TU0-13259
2375,ECOLI:EG12860,yebK,+,Protein,"(1936652, 1937521)",hexR(P.a.),,TU0-13439
2376,ECOLI:EG12861,yecF,+,Protein,"(1995818, 1996042)",,REG0-14732; Transcription-Factor-Binding,TU0-8716
2377,ECOLI:EG12865,ydcH,+,Protein,"(1498651, 1498875)",,,TU0-13260
2378,ECOLI:EG12866,proQ,-,Protein,"(1914836, 1915534)",yoeC; yobE; yebJ,,TU0-13425
2379,ECOLI:EG12867,ampH,-,Protein,"(395130, 396287)",yaiH,REG0-16207; Transcription-Factor-Binding,TU0-14612; TU0-8768
2380,ECOLI:EG12868,yciN,-,Protein,"(1330417, 1330668)",,REG0-14408; Transcription-Factor-Binding,TU0-8692
2381,ECOLI:EG12870,ycjF,+,Protein,"(1385511, 1386572)",,,TU0-14473; TU0-13214
2382,ECOLI:EG12874,yajI,-,Protein,"(432312, 432851)",,,TU0-12920
2383,ECOLI:EG12875,ybhC,-,Protein,"(805998, 807281)",,,TU0-13045
2384,ECOLI:EG12876,tusE,-,Protein,"(1030339, 1030668)",yccK,,TU0-13104
2385,ECOLI:EG12877,ycfK,+,Protein,"(1207501, 1208130)",stfP,,TU0-13151
2386,ECOLI:EG12878,zapA,+,Protein,"(3055612, 3055941)",ygfE,,TU0-13793
2387,ECOLI:EG12879,ybcJ,-,Protein,"(556661, 556873)",,,TU0-12965
2388,ECOLI:EG12880,dgcN,+,Protein,"(2742383, 2743609)",yfiN,REG0-14310; Transcription-Factor-Binding,TU0-14765; TU0-13679
2389,ECOLI:EG12882,gss,-,Protein,"(3136663, 3138522)",gsp,REG0-11875; RNA-Mediated-Translation-Regulation,TU0-13819
2390,ECOLI:EG12883,pitB,-,Protein,"(3134872, 3136371)",,REG0-14616; Transcription-Factor-Binding,TU0-13818
2391,ECOLI:EG12903,yheS,+,Protein,"(3481289, 3483202)",,,TU0-13919
2392,ECOLI:EG12908,frlA,+,Protein,"(3499910, 3501247)",yhfM,,TU0-8346
2393,ECOLI:EG12933,feoC,+,Protein,"(3542728, 3542964)",yhgG,,TU00269
2394,ECOLI:EG12957,glk,-,Protein,"(2508461, 2509426)",,,TU0-45250; TU0-45170; TU0-14640; TU0-7421
2395,ECOLI:EG13139,tynA,-,Protein,"(1449076, 1451349)",feaA; maoA,,TU0-42552
2396,ECOLI:EG13159,xapB,-,Protein,"(2522729, 2523985)",,,TU0-45226; TU0-44212; TU0-44211; TU0-44210; TU301
2397,ECOLI:EG13161,dsdC,-,Protein,"(2476694, 2477629)",,,TU00149
2398,ECOLI:EG13174,yqcE,+,Protein,"(2900592, 2901869)",yqcF,,TU0-13733
2399,ECOLI:EG13217,ybaE,-,Protein,"(465612, 467312)",,,TU0-12934
2400,ECOLI:EG13235,mngA,+,Protein,"(765984, 767960)",frx; hrsA,,TU0-4482
2401,ECOLI:EG13236,mngB,+,Protein,"(767978, 770611)",ybgG,,TU0-44204; TU0-44203; TU0-4482
2402,ECOLI:EG13238,cobU,-,Protein,"(2065219, 2065764)",,REG0-14467; Transcription-Factor-Binding,TU0-8368; TU00252
2403,ECOLI:EG13270,aqpZ,-,Protein,"(915352, 916047)",bniP,,TU0-1106
2404,ECOLI:EG13283,emrY,-,Protein,"(2480638, 2482176)",,,TU0-3101
2405,ECOLI:EG20044,dctA,-,Protein,"(3682161, 3683447)",,,TU0-1461
2406,ECOLI:EG20049,dgoA,-,Protein,"(3872995, 3873612)",b3692; yidU,,TU0-14018
2407,ECOLI:EG20051,dgoK,-,Protein,"(3873596, 3874474)",yidV,,TU0-14018
2408,ECOLI:EG20053,dgoT,-,Protein,"(3870438, 3871730)",yidT,,TU0-14018
2409,ECOLI:EG20080,glcB,-,Protein,"(3121634, 3123805)",glc,,TU0-14536; TU0-1962
2410,ECOLI:EG20091,gpsA,-,Protein,"(3782642, 3783661)",,,TU0-42596; TU0-13995
2411,ECOLI:EG20098,hpt,+,Protein,"(141431, 141967)",,,TU0-2041
2412,ECOLI:EG20110,kefB,-,Protein,"(3478802, 3480607)",trkB,,TU0-13918
2413,ECOLI:EG20173,pta,+,Protein,"(2414747, 2416891)",,,TU0-8302; TU0-8301
2414,ECOLI:EG20248,uxuB,+,Protein,"(4552901, 4554361)",,,TU101
2415,ECOLI:EG20249,uxuR,+,Protein,"(4554576, 4555349)",,,TU0-5041
2416,ECOLI:EG20252,xylF,+,Protein,"(3731131, 3732123)",xylT,REG0-11867; RNA-Mediated-Translation-Regulation,TU00374
2417,ECOLI:EG20253,xylR,+,Protein,"(3734979, 3736157)",,REG0-12623; RNA-Mediated-Translation-Regulation,TU68; TU00374
2418,ECOLI:EG20257,nrdE,+,Protein,"(2801348, 2803492)",,,TU0-1022
2419,ECOLI:EG30008,alaT,+,RNA,"(4037260, 4037335)",talA,,TU0-45165; TU0-14486; TU0-1181
2420,ECOLI:EG30009,alaU,-,RNA,"(3426958, 3427033)",talD,,TU0-45227; TU0-1192; TU0-1191
2421,ECOLI:EG30010,alaV,+,RNA,"(225500, 225575)",,,TU0-45269; TU0-1190; TU0-1189
2422,ECOLI:EG30011,alaW,-,RNA,"(2518156, 2518231)",alaWalpha,,TU00514
2423,ECOLI:EG30012,alaX,-,RNA,"(2518041, 2518116)",alaWbeta,,TU00514
2424,ECOLI:EG30013,argQ,-,RNA,"(2817784, 2817860)",argVdelta,,TU0-14512; TU00515
2425,ECOLI:EG30014,argU,+,RNA,"(564723, 564799)",dnaY; pin,REG0-14438; Transcription-Factor-Binding,TU00491
2426,ECOLI:EG30015,argV,-,RNA,"(2818473, 2818549)",argValpha,,TU00515
2427,ECOLI:EG30016,argW,+,RNA,"(2466309, 2466383)",,,TU00500
